,text,likes,retweets,city,sentiment_analysis,url
222,"I'm going to sit on the set of Electron TV at 9 p.m. to talk about ""Career as an artist"" I almost declined the invitation but the #SNE decided otherwise. So I was going to argue...
#Television",12,1,Chad,0.0,
223,"""hannah : It's giving confidence ""
.
.
I totally agree💯
.
Bride : @hannah.dadi
Dress @novabellaofficial
Glam by @mekkyaj_fandy @ N'Djamena, Chad https://t.co/mSgKPXCJeQ",0,0,Chad,0.6908,https://t.co/mSgKPXCJeQ
224,@mahayadinette He's close 😅,0,0,Chad,0.0,
225,@mahayadinette No one is buying Mane's jersey. But Salah is worth said times more than Mane in terms of cash flow. It was the same Etoo/ibrahimovich problem: the sex appeal of the western effeminate man,0,0,Chad,-0.4588,
226,"@El_Tounechy Kan goult lek la, da Tigoul ley kaddab
🤧🤧🤧",0,0,Chad,0.0,
227,"S c ke MHP is not IYB

A kind of ultimate sacrifice for his struggling best friend https://t.co/LXNxcMnL0A",2,0,Chad,0.6808,https://t.co/LXNxcMnL0A
228,"😂😂😂
We tell him or not https://t.co/axdZTAh1YE",3,0,Chad,0.0,https://t.co/axdZTAh1YE
229,"I know you don't like it, but this is very low https://t.co/oWmrW6kSBp",2,0,Chad,-0.5639,https://t.co/oWmrW6kSBp
230,@GmahamatIdi Does this concern us who are in the provinces?,0,0,Chad,0.0,
231,@un_salafi @Nasradin_Albany Don't forget to save space,2,0,Chad,-0.2411,
232,@Adro_Mo Franck is the best crazy 🤣💯💚,1,0,Chad,0.4215,
233,"O you who have believed! When one calls for the Salat of the day of Friday, hasten to the invocation of Allah and leave all trade. It is much better for you, if you only knew!
Good Friday evening",0,0,Chad,0.7339,
234,That's why the civil service is repugnant to me: getting out of such vomit and kissing your children at night https://t.co/ZlURJqLYGC,3,0,Chad,0.5719,https://t.co/ZlURJqLYGC
235,@PabameC Yes yes but since we don't have the real information everyone has their own commentary. In the space of 24 hours we heard several versions finally we do not know who to believe and as in this country the state does not decide in these cases especially when it comes to strong hoes,1,0,Chad,0.7992,
236,"Walk and meet a girl of barely 15 years old with her feet totally charred by depigmentation! What the hell are parents doing!
#depigmentation #Chad",4,0,Chad,-0.7339,
237,"Do you remember when you joined Twitter? Yes, I remember! #Anniversary_On_Twitter https://t.co/PgCCvCL5Nl",0,0,Chad,0.4574,https://t.co/PgCCvCL5Nl
238,"@FatimeIssakhaA2 So it's now the girls who are looking for their husbands, not the other way around?
From today, I make myself rare. Girls, come give us",3,0,Chad,0.0,
239,@alwihdainfo What entrepreneurship? In what environment?,4,0,Chad,0.0,
240,"🎗 I learned to wait 🧍
🎗I learned to accept🥀
🎗I learned to respect🎧
But I'll never learn🙅‍♂️ to pretend🧜‍♂️ to be someone that 🗿{ I don't know🎭} #mhdm_sougin56
@mhdm_sougin56 {🖤}",1,0,Chad,0.0,
241,What the hell is he doing with a crown of thorns on his head? Tsuip! Are the symbols of the slave trade missing? https://t.co/HPJihjUDWt,0,0,Chad,-0.8152,https://t.co/HPJihjUDWt
242,"No, your channel hasn't been hacked, it's your ""God doesn't sleep"" clip that is no longer available, surely @YouTube is verifying the authenticity of your 750k views. Especially since your channel is certified https://t.co/wKH13ardkW",2,1,Chad,0.4325,https://t.co/wKH13ardkW
243,Whoever is raised on your origins will not betray you my homeland 🇷🇴🔥✊🏽🔥🇷🇴 long life https://t.co/MCCLnET3FY,0,0,Chad,0.5216,https://t.co/MCCLnET3FY
244,"The love of the Fatherland ✊ which is essential for us!

After all, you have it, if it's not enough for you to loot shamelessly, then squander all the public treasury!

But leave us the Fatherland ✊ safe and sound! https://t.co/qXwcpIc6ce",0,0,Chad,0.8007,https://t.co/qXwcpIc6ce
245,@sm_sylviemady It was during my stay in Bol and Bagassola that I realized this. This area has some of the most fertile land there is. When you taste a carrot or a tomato from this area you lose the taste of what we eat in N'Djamena,8,1,Chad,-0.4019,
246,Almost all vegetable crops from the Lake Chad area are exported to Europe with the Bio sticker on it. A well organized network eh? So... https://t.co/4vhqW2N2au,0,0,Chad,0.2732,https://t.co/4vhqW2N2au
247,Ashraf,0,0,Chad,0.0,
248,@sm_sylviemady Even in five years it doesn't make the 10th term 😅😅😅😅,0,0,Chad,0.0,
249,@Rollandalbani @guirimadje 😂😂,0,0,Chad,0.0,
250,https://t.co/LOt4ffFrqH,8,1,Chad,0.0,https://t.co/LOt4ffFrqH
251,"120,000,000,000 fucking shit! 🙆🏾‍♂️😭 https://t.co/1Vbbxb9EQb",1,0,Chad,-0.6352,https://t.co/1Vbbxb9EQb
252,Nowadays marriage in Chad hum c not easy deh https://t.co/87weDI7xUI,1,0,Chad,-0.3412,https://t.co/87weDI7xUI
253,"Smile😄😄😄!
Happiness suits you well 😉😍.
Nice weekend 🤘🏾...

With all my love💕. https://t.co/AU6NEFXi0T",33,2,Chad,0.8313,https://t.co/AU6NEFXi0T
254,AraBaradineBahar @ FatimeIssakhaA2 Volume ma simita adil araBaradineBahar,2,0,Chad,0.0,
255,"@FatimeIssakhaA2 The stomach is going to burn.
@FatimeIssakhaA2 I'm not sure what to do",1,0,Chad,-0.2411,
256,@el_prisoni Kilair bess 😂😂🤝,0,0,Chad,0.0,
257,"I came into your presence and you welcomed me back ♥️ In love I am

 JESUS❤❤❤.",7,1,Chad,0.765,
258,@Fatimazamzam8 Well said,0,0,Chad,0.2732,
259,@kalamou07 Get to know the real GOATs instead https://t.co/M5Yz6ylfUG,1,0,Chad,0.0,https://t.co/M5Yz6ylfUG
260,"🇹🇩 Chad

Capital: N'Djamena

Region: Sub-Saharan Africa

Credit:
https://t.co/HXRKhK7KyH
https://t.co/IuLC6HYELW
https://t.co/KuUX0UICTK https://t.co/Szq1os5L3j",0,0,Chad,0.3818,https://t.co/HXRKhK7KyH
261,@alwihdainfo Take the risk to make a selection and you will see the epitome of our national team,0,0,Chad,-0.2732,
262,The 🐐 goat https://t.co/OGPrI4EQee,3,0,Chad,0.0,https://t.co/OGPrI4EQee
263,https://t.co/zeEWiOB2lO,2,0,Chad,0.0,https://t.co/zeEWiOB2lO
264,@ize_egrey @nadjmaADOUM Switzerland I don't think so. France has always pursued encumbering them.,2,0,Chad,0.0,
265,Digital literacy for a good use of the internet. @iomchad @UNFPATCHAD @UNICEFChad https://t.co/ytY4RZ43Zs,1,0,Chad,0.4404,https://t.co/ytY4RZ43Zs
266,"The day when Justice will seize this affair of billions, wake me up. Otherwise I sleep with one eye...",6,0,Chad,0.5267,
267,In the evening I exchanged with My Father Baobab of Arab Abdelrahman Moussa. https://t.co/wzPKHCAT5o,17,0,Chad,0.0,https://t.co/wzPKHCAT5o
268,"The Prophet (𝘀𝘄𝘀) said:
“He to whom 𝗔𝗹𝗹𝗮𝗵 has granted a pious wife he has certainly helped him with half of his religion while he fears 𝗔𝗹𝗹𝗮𝗵 for the other half.”
🔗📚{(Reported by 𝗧𝗮𝗯𝗮𝗿𝗮𝗻𝗶 and authenticated by Sheikh 𝗔𝗹𝗯𝗮𝗻𝗶 in Sahih Targhib H/n°1916)}",13,2,Chad,0.1531,
269,https://t.co/0tRvQt59IV,0,0,Chad,0.0,https://t.co/0tRvQt59IV
270,https://t.co/vXDFVBDV4S,0,0,Chad,0.0,https://t.co/vXDFVBDV4S
271,https://t.co/EJea787J2f,7,0,Chad,0.0,https://t.co/EJea787J2f
272,"Good evening everyone, Chad Recap with love ❤️🍀🥰😭😮 💨🥺
Chad🇹🇩
#chad #adjib https://t.co/nPB6HShZ8S",28,4,Chad,0.7964,https://t.co/nPB6HShZ8S
273,"This June 23, a president of the baccalaureate exam center almost lost his life 🗡🔫.

A post that is still relevant. I invite you to discover 👇 #Adjib

https://t.co/MyMK6aBjte",4,0,Chad,-0.1045,https://t.co/MyMK6aBjte
274,"@FatimeIssakhaA2 My sister, we just have mean, reckless authorities... who don't want this country to develop. Otherwise, we have all the favorable conditions to build this country and have a good economy. The bad heart does not let them.",0,0,Chad,-0.1083,
275,"Blanka the real ones know it!
There are still a few good people, I keep hope. https://t.co/xdTftCxHCS",0,0,Chad,0.7263,https://t.co/xdTftCxHCS
276,It's 5 o'clock in Pala.,0,0,Chad,0.0,
277,"@issachinois Bouri hassa ma yakhafo minna

Illa kan bus Abou hamama dol😂",1,0,Chad,0.0,
278,"‼️ Did you know ⁉️
June 2️⃣3️⃣ is International Public Service Day. And we know you have to say on this last one 😏😉
We have therefore concocted a small infographic with some key information for you. https://t.co/40RuDIBLUJ",18,11,Chad,0.0,https://t.co/40RuDIBLUJ
279,@Ebreyim_Moura @abou2_nerf 😭,0,0,Chad,0.0,
280,"Every day that God does, I do my best to be a good person, beautiful and above all a good Mom for my daughter.

#ThursdayConfession.",3,0,Chad,0.9432,
281,@raplume Otherwise he is strong 😲,0,0,Chad,0.5106,
282,"When he speaks,
His voice😍,
His look 😍...",0,0,Chad,0.0,
283,I 👷🏽 N'Djamena https://t.co/EpwJEkdXc1,1,0,Chad,0.0,https://t.co/EpwJEkdXc1
284,"If we sell 4 V8 (luxury cars) from the government, we can buy 200 tractors 🚜 🚜 and we will completely eradicate famine in our country. And Chad will become 4th in terms of agriculture. https://t.co/2QdTjUT4Ut",2,0,Chad,0.0,https://t.co/2QdTjUT4Ut
285,@OndoboGreg Nkol mbong: the cassava hill located between Nyalla and Mbang'a,2,0,Chad,0.0,
286,@Merewa28 @jecop3 @rawan_qurashi,1,0,Chad,0.0,
287,@Merewa28 @jecop3 @rawan_qurashi hahahahahahahahahahahahahahahaha,2,0,Chad,0.0,
288,"Secrets weigh heavily on the person you entrust them to, make sure they can handle the weight.",2,0,Chad,0.3182,
289,https://t.co/herDsghgrH,1,0,Chad,0.0,https://t.co/herDsghgrH
290,Sometimes you have to sacrifice something to get what you want ✅,1,0,Chad,0.0772,
291,"In equator against expensive living. Shortage of fuel, the situation is very tense. https://t.co/hwomtgntiz",5,0,Chad,-0.5709,https://t.co/hwomtgntiz
292,@ize_egrey We are experts in this country,1,0,Chad,0.0,
293,@DeribordoVI A blessed land,0,0,Chad,0.5994,
294,@AdoumKebir17 Congratulations and well continued,1,0,Chad,0.7184,
295,@issachinois Leh bahayim al ma yikoussou min derib da😅,1,0,Chad,0.0,
296,@abdraman_nourmi From Moundou to Sarh,1,0,Chad,0.0,
297,"Thank you so much @RFIMusique and @DJFMK , it’s an honor !!!

Listen to my song « Molo Molo » here: https://t.co/KCT7KuI2zt https://t.co/NMhvszhGbB",0,0,Chad,0.7633,https://t.co/KCT7KuI2zt
298,"If Chad wants to promote bilingualism, the authorities must introduce programs for both languages ​​from primary school. The two teachers must share the lesson hours equally. It is from this momentum that the child will grow up with both languages",0,0,Chad,0.5859,
299,@ize_egrey Knowing Chadians badly 😂😂😂 expenses without planning and oops it ends,0,0,Chad,-0.4767,
300,"@AchafiDjime Worse still if we name just one of a locality, any locality refrains from taking public action to counter government actions. Chad is far from being advanced, if we do not come together for freedom and peaceful democracy.",1,0,Chad,0.743,
301,Today is also another day. Lahila...🙆🏾‍♂️ https://t.co/IrJjAkhTGe,1,0,Chad,0.0,https://t.co/IrJjAkhTGe
302,"@AchafiDjime My brother, these people, we can't count on them because they are the most fearful people in all of Africa.",0,0,Chad,-0.5413,
303,"@ize_egrey 😂😂 unfortunately, he won't know how to spend them. V8, garden and Getzner oops the money is over",0,0,Chad,-0.34,
304,@ize_egrey 😂😂😂😂 life is beautiful,0,0,Chad,0.5994,
305,@ize_egrey His subconscious right now 😌😌😌 https://t.co/ixWCLlBODh,0,0,Chad,0.0,https://t.co/ixWCLlBODh
306,The subconscious of #SHT officials as they are interrogated.😌 https://t.co/AT3cPv9Fe4,0,1,Chad,0.0,https://t.co/AT3cPv9Fe4
307,@Subsaahaarienne So you're +controlled?,0,0,Chad,0.0,
308,"My passion ,my life, love of my life ,my life partner.
I love you to infinity right ⚖️ https://t.co/OfiacmOFbK",1,1,Chad,0.9081,https://t.co/OfiacmOFbK
309,"(...and whatever you spend, He replaces it, and He is the best of both providers...)
#Gaindé #Mane https://t.co/0Ob4kTwjEx",2,1,Chad,0.6369,https://t.co/0Ob4kTwjEx
310,Thank you the encouragement is strong when you listen to the advice. From an educational mother.,0,0,Chad,0.8225,
311,"@mamadou I saw guys having fun at Fast and Furious at Place de la Nation with Camaros, Dodge Vipers, Lamborghinis, Mustangs etc. 😅😅😅😅",3,0,Chad,-0.1027,
312,@Jeunede10 The cost of editing your project amounts to how much CFA. Because the board and office equipment will not be free kmme,0,0,Chad,-0.4023,
313,@A_Zamtato Machine will carry more car than ever,1,0,Chad,0.0,
314,@A_Zamtato The cartepillard,1,0,Chad,0.0,
315,"@fatima_bocoum If everyone knows it, you won't be hurt in the world.",1,0,Chad,0.4168,
316,@mamadou When I tell my friends in #Cameroon that Chad has more luxury cars than Cameroon they don't believe it 😂😂😂😂,2,0,Chad,0.4767,
317,"EVERYTHING CAN CHANGE IN A FRACTION OF A SECOND,

EVERYTHING !",0,0,Chad,0.0,
318,"Being healthy is already miraculous...
Bless the Lord for that.",0,0,Chad,0.6705,
319,God is wonderful.,1,0,Chad,0.7003,
320,"The great prayer that rises in my heart keep your heaven open over me, make me a vessel for your glory and may my life please you forever...
Every day I remain at your feet to offer you my life as a sacrifice like a perfume of good smell.

#My prayer",0,0,Chad,0.9559,
321,https://t.co/8Kz56kWLIJ,6,0,Chad,0.0,https://t.co/8Kz56kWLIJ
322,@mamadou I made the same observation in 2016 and the first V8 I saw has the Chad plate 😜,1,0,Chad,0.0,
323,Chad Helpful https://t.co/HmyAaoK3F9,27,1,Chad,0.4215,https://t.co/HmyAaoK3F9
324,"14°12'49.4""N 19°9'18.0""E https://t.co/KVaEg0VbWv",2,0,Chad,0.0,https://t.co/KVaEg0VbWv
325,😭😭😭,0,0,Chad,0.0,
326,@zyzy_el #DoctorStrange is already available on Blu-ray 9 Go 😏😏😏😏,2,0,Chad,0.0,
327,@phardeeem @bb_khamees @hindatuuu @IGkagara @Yazeed_Zeezah @yngnotorious @AuwwerlS @Antykankanaty @Nazeephie Me too wallayi,0,0,ASCOMA TCHAD,0.0,
328,Point final! https://t.co/nUp5EhTr3b,0,0,Chad,0.0,https://t.co/nUp5EhTr3b
329,"@ahd4real There is no doubt that Allah does not like a man to divorce his wife and that is why divorce is basically considered a hateful thing. And this is not out of my head it is from my understanding in my research.
Allah is more knowledgeable",0,0,Chad,-0.8406,
330,https://t.co/yC80dcAEBB,0,0,Chad,0.0,https://t.co/yC80dcAEBB
331,"All the worlds say let's laugh alive, I say let's cry alive. 😭😭",1,0,Chad,0.6908,
332,"To help displaced children in #Chad attend school, Humanity & Inclusion has supported the construction of classrooms, child-friendly areas, and accessible restroom facilities for children with disabilities. 

Read Fatime's and Mai's stories: https://t.co/C683dRn3AM",1,1,Chad,0.6124,https://t.co/C683dRn3AM
333,"Good evening everyone, photo of the day from Ndjamena ways with love ❤️🍀🥰😭😮 💨🥺
Chad🇹🇩
#chad #adjib https://t.co/wxXBpe5BjU",60,7,Chad,0.7964,https://t.co/wxXBpe5BjU
334,The existence of an ineluctable death makes life exhilarating and precious.,0,0,Chad,0.3612,
335,@Mahamatabakar62 @Adro_Mo Damn I couldn't watch the last episode of season 3,2,0,Chad,-0.4019,
336,સ mosattapaha @ jaish_beat,21,0,Chad,0.0,
337,@Fake_futego @ jes_beat,16,0,Chad,0.0,
338,@Adro_Mo https://t.co/tXg6Wiv6ve,1,0,Chad,0.0,https://t.co/tXg6Wiv6ve
339,"Kay da fatak, Geralt de Riv, it's the top, season 3 is scheduled for the end of 2022. https://t.co/IBlYfZRwsb",1,0,Chad,0.2023,https://t.co/IBlYfZRwsb
340,@Adro_Mo Berzek,1,0,Chad,0.0,
341,"The Original 
The Witcher https://t.co/NxBExqv5PH",1,1,Chad,0.3182,https://t.co/NxBExqv5PH
342,"Height: 1m71
Size: 42
Weight: 55
Birthday: January 15
Children: 1
Women: 00
😎😎😎😎😎😎😎 https://t.co/KylfHapZFB",3,1,Chad,0.0,https://t.co/KylfHapZFB
343,You think it's the end then الله fix everything 🙏🙏,2,0,Chad,0.0,
344,It doesn't have to be this hot 😮‍💨,0,0,Chad,0.0,
345,"""You don't have to be in a hurry, you have to be precise. It's calm.""
@tiakola_meloo in N'Djamena, Chad https://t.co/Nb6nCZfmO1",0,0,Chad,0.0,https://t.co/Nb6nCZfmO1
346,"Fighting against hate speech and false information on social networks is the subject of #Cafeblog 6.

Join us this Saturday June 25th at @WenakLabs.

@mondoblog
#adjib https://t.co/hPkVfWx98v",5,1,Chad,-0.6124,https://t.co/hPkVfWx98v
347,I'm not breaking my head 😌 https://t.co/n3r2B3ticp,1,0,Chad,0.0,https://t.co/n3r2B3ticp
348,@BaradineBahar @IdHakima Ma sametak,1,0,Chad,0.0,
349,I'm actually a very nice person😇 until you start taking my kindness as a weakness🤬,1,0,Chad,0.7264,
350,"In Chad you introduce a friend to a friend, the two become friends more than you, and they get together to insult you too 😂😂😂",1,0,Chad,0.7351,
351,"@Fatimazamzam8 @OusmaneBen04 Amine y'a rab 🤲🤲
Baraka 𝗔 higher𝗵ups fiki y'a es𝘂𝗸𝗵.",3,0,Chad,0.0,
352,@Didibofficial Did he still listen to PCP with the energy you put out there @Didibofficial??,6,3,Chad,0.3527,
353,Preserve in prayer until accomplishment🙏🏾.,2,1,Chad,0.0,
354,"Happiness cannot be acquired, each of us builds it at every moment of our lives.",1,1,Chad,0.5574,
355,"She thinks she's a feminist?
I am a feminist perhaps because I defend women and everything that happens to them, injustice and everything that goes with it, goes so far as to trample religion. [Gal women must dispose of their bodies freely] this is in what context. https://t.co/LuIrzJ5CIw",1,0,Chad,-0.5719,https://t.co/LuIrzJ5CIw
356,"@BaradineBahar @IdHakima Inti da macron da, allh yisalim bs 😂😂",2,0,Chad,0.0,
357,@IdHakima @BaradineBaharHamdlh,1,0,Chad,0.0,
358,https://t.co/T20YTPWXw5,0,0,Chad,0.0,https://t.co/T20YTPWXw5
359,@ Baradinebahara @ idhakima hum khabarene,2,0,Chad,0.0,
360,https://t.co/0uwmu3cxEw,0,0,Chad,0.0,https://t.co/0uwmu3cxEw
361,@BaradineBahar @IdHakima Kola minak inti bs 😂😂😂,2,0,Chad,0.0,
362,https://t.co/YdLfNKCATX,0,0,Chad,0.0,https://t.co/YdLfNKCATX
363,@OusmaneBen04 May Allah make marriage easier for us,5,0,Chad,0.4215,
364,@talaaff That's it,1,0,Chad,0.0,
365,@Julio79287965 That you have lost your nationality,2,1,Chad,-0.3182,
366,Diaspora of #Chad sorry book the expertise here 😌😌😌😌 https://t.co/umi1IMjkAI,0,0,Chad,-0.0772,https://t.co/umi1IMjkAI
367,"@alainfoka2005 Hello mister Foka
Africa has agricultural potential. Its lands rich in production of various cultures. If it is encouraged by the government, nothing can prevent wheat production.",1,0,Chad,0.7207,
368,@Jon_snow47 Damn!!! Violence!!!!,0,0,Chad,-0.5951,
369,"@mmngoniri For example, what is called a bilingual high school in Cameroon is in fact the cohabitation between a French-speaking high school and an English-speaking high school in the same building, quite simply",1,0,Chad,0.0,
370,@mmngoniri The Anglophone crisis was never a language problem anyway. But yes our states have never known what bilingualism is,1,0,Chad,-0.0366,
371,https://t.co/J12ZQ0jPaF,0,0,Chad,0.0,https://t.co/J12ZQ0jPaF
372,https://t.co/ipQrxKezKx,0,0,Chad,0.0,https://t.co/ipQrxKezKx
373,https://t.co/TajYGylbSo,0,0,Chad,0.0,https://t.co/TajYGylbSo
374,https://t.co/YMn0toqItE,0,0,Chad,0.0,https://t.co/YMn0toqItE
375,"""Lying on your back legs apart"" and the spirits get excited but ""she's so beautiful that we're going to have to increase the number of camels"" radio silence 🤔!
@ACHEAHMATCAREY good job! The novel is expected in N'Djamena. https://t.co/sABIRADABQ",2,0,Chad,0.96,https://t.co/sABIRADABQ
376,thanks a lot,0,0,Chad,0.4404,
377,"Marriage must be a source of peace and the choice of a spouse must be a considered choice, guided by reason, because it is the starting point of a common future, a decision that commits for life. And never forget that divorce is the thing most hated by Allah. https://t.co/RD0EuVMlgK",31,2,Chad,-0.0585,https://t.co/RD0EuVMlgK
378,AraBaradineBahar dIdHakima araBaradineBahar da kola fitinè minak bs,2,0,Chad,0.0,
379,@IdHakima Mala hata please,1,0,Chad,0.3182,
380,@IdHakima Pas sa tara allh leki 😂😂,1,0,Chad,0.0,
381,There is no turning or going to God,2,0,Chad,-0.0258,
382,https://t.co/CZCiuwLMEw,8,0,Chad,0.0,https://t.co/CZCiuwLMEw
383,"#La_Musique 🎶🎼🎧🎹🎸🎤💿🎷 at the heart of Dix Sur Dix with #Mr @JohnnyJ08560843 this #Saturday_June_25, 10:45 a.m. - 11:45 a.m.

Find @kandenoji, #R9_Garandi & #Dj @FinaSozo
On #Radio_Espoir FM 87.9 Mhz N'Djamena https://t.co/11xDy01j8A",4,2,Chad,0.0,https://t.co/11xDy01j8A
384,@BaradineBahar @IdHakima Things of now 😂😂😂😂,1,0,Chad,0.0,
385,I unsubscribe from this lying media that is @tchadinfos.,0,0,Chad,-0.6124,
386,"I'm really shocked, @MinJusticeTchad incapable, unjust justice and history will be suffocated like all the others.
@RamatouDe @un_berger @Ben_Qanum @AbougreneOusman @OusmaneBen04 @aichachoueb7",5,0,Chad,-0.4323,
387,"Madam Minister for Women @longoh_p I believe that you have nothing to do in this incapable, careless government that you are, no progress in the protection of women and children.
Until when will this government remain unable to protect the citizens? https://t.co/T4mJhhLjSB",18,5,Chad,-0.3182,https://t.co/T4mJhhLjSB
388,"🤣😂🤣🤣😂😂🤣
There are also sleepless nights,
clothes washed,
baby bottles,
Breastfeeding for the first 3 weeks which is extremely painful,

Etc.
🏃🏾🏃🏾🏃🏾 https://t.co/HQpbDkvCEn",1,1,Chad,-0.4927,https://t.co/HQpbDkvCEn
389,"I'm @DionnonWelcome
Ambassador #QuartierVertChallenge Chad 🇷🇴
@worldscouting @ScoutingAfrica @orangebusiness https://t.co/NBcMklwNvS",4,0,Chad,0.0,https://t.co/NBcMklwNvS
390,@itselvis_ 😂😂😂,0,0,Chad,0.0,
391,https://t.co/wEGoxYBEI5,0,0,Chad,0.0,https://t.co/wEGoxYBEI5
392,"GOD,

Daddy you are STRONG😭🙌🏾❤.",3,1,Chad,0.4278,
393,We can be disrespected like this 🤔🤔. You take the name of Africa to cry out your famine. We understand. https://t.co/gG2WcrANMz,1,0,Chad,-0.5574,https://t.co/gG2WcrANMz
394,🚨 Whoever can find me leak from dm,1,0,Chad,-0.34,
395,Bac bac bac bac bac … 😰,2,0,Chad,0.0,
396,@Modjiddi @Ben_Qanum @Moussa_silmane Good question,1,0,Chad,0.4404,
397,@sm_sylviemady Chad won't even be there! I am thinking of putting cameras in all the nooks and crannies of the banks. This business of billions in my taxes is making me insomniac.,1,0,Chad,0.0,
398,"BEPC (a party),
BAC (chain + gold earrings from Mom, computer + money from Dad),
LICENSE + A CHILD (A party).

#Grace❤🙏🏾. https://t.co/dkBsLSAZTm",0,0,Chad,0.0,https://t.co/dkBsLSAZTm
399,😎. https://t.co/zKzNpcAPun https://t.co/86HyH04dXr,26,2,Chad,0.0,https://t.co/zKzNpcAPun
400,Trust is earned when promises are kept.,2,1,Chad,0.7096,
401,If you forgot it's Wayne Rooney and he's only 36 years old. https://t.co/pSNNDi51Qn,1,0,Chad,0.0,https://t.co/pSNNDi51Qn
402,Hoping Disney will leave #Blade manly 😅😅😅😅😅 https://t.co/TCToQx1uYm,1,0,Chad,0.3818,https://t.co/TCToQx1uYm
403,@essential_ustaz @amienullahie @DaN_SaUrAyEee @StillYoursADD @Nazeephie @Musab_y_agric @Deemamie99 @MariyaAbubaka19 @Al_Sheikh02 @bershirdantani,0,0,Chad,0.0,
404,"Live
love
leave
start again
Always be happy.",1,1,Chad,0.8271,
405,@Adro_Mo Really big😂😂😂,0,0,Chad,0.0,
406,"We have to leave the gri-gri, witchcraft, talisman aside and we move towards development, the others have gone further, our continent is further behind. https://t.co/37hGHTYA76",2,0,Chad,-0.0516,https://t.co/37hGHTYA76
407,❤️ 🤍 https://t.co/OoQIhcRZhO,13,0,Chad,0.0,https://t.co/OoQIhcRZhO
408,Mon Himalaya❤.,0,0,Chad,0.0,
409,"This year's Global Week to #Act4SDGs takes place on 16-25 Sep📣We are mobilizing everyone to take action on climate, justice & peace! Now more than ever we need to #FlipTheScript on global challenges - join millions of people around the world: https://t.co/DihpZQtll9 @SDGAction",1,0,Chad,0.8655,https://t.co/DihpZQtll9
410,"Why the UN Security Council can’t keep ignoring climate-driven conflict

Drought and famine further jeopardise peace in fragile regions. The UN needs to recognise this threat before Cop27.

https://t.co/ZMFlxvCNlv",6,1,Chad,-0.4767,https://t.co/ZMFlxvCNlv
411,"^I haven't changed^

🎧But I stayed away from everyone who didn't know my value
No, it is not the silence of contentment, nor even the silence of reproach, it is another type of silence called
“You have your life🖤, I have my life🤍”
@mhdm_sougin56",1,0,N'Djamena International Airport (NDJ),-0.1867,
412,"@RichardBatna Grand, and the music festival? 😅",1,0,Chad,0.7351,
413,Meeting this morning with the Ambassador of Algeria in N'djamena and His Majesty Sultan of N'djamena https://t.co/0tPVxsasAC,23,2,Chad,0.0,https://t.co/0tPVxsasAC
414,Which contains a tooth.🤦🏽‍♂️ https://t.co/Se49IOxv4r,1,0,Chad,0.0,https://t.co/Se49IOxv4r
415,"Real, Nadal & Warriors all champions in the same year! 🥂 https://t.co/fEUjMQrPs1",0,0,Chad,0.5707,https://t.co/fEUjMQrPs1
416,Say: Nothing will happen to us except what God has decreed for us. https://t.co/0C6ztKJlU9,2,1,Chad,0.2732,https://t.co/0C6ztKJlU9
417,Taken from Facebook. https://t.co/0UDFUZKgKi,0,0,Chad,0.0,https://t.co/0UDFUZKgKi
418,@issagaadarmani mashallah congrats,1,0,Chad,0.5267,
419,Happiness is found in small things ♥️🙏🏾. https://t.co/IKQD7WKrGs,4,0,Chad,0.5574,https://t.co/IKQD7WKrGs
420,Don choa ft Zaho - Honeymoon ⏪ https://t.co/fsCHaK6fGw,2,0,Chad,0.0,https://t.co/fsCHaK6fGw
421,"Above all, a man is also a human being...
Being a man is not: not crying, complaining or having low blows.
Give yourself permission to feel bad.
Pour out with a friend, a companion.

YOU HAVE NOTHING TO PROVE!
Asma_Health.",1,0,Chad,-0.6463,
422,@RidjialT @kanafi637 @MariemeSalma @DIAKHOUMPAAmin1 @fatima_bocoum @DiarraSagne @Khadija14104735 @Une_Ndiaye @Mu_Serign_Fallu @adjidiarrasarr1 @Aadjaaah The price,0,0,Chad,0.0,
423,@fatima_bocoum Thank you for the lawyer advice,1,0,Chad,0.3612,
424,Nothing more beautiful than having positive thoughts https://t.co/VmmiTiavQq,0,0,Ranch De Chagoua,0.0611,https://t.co/VmmiTiavQq
425,@Ouniangakebir_ Tchorimi cordially,2,0,Chad,0.0,
426,"Prime Minister Elisabeth Borne handed in her resignation to Emmanuel Macron, who refused it ""so that the government remains on task"".",3,0,Chad,-0.5267,
427,"He is the God of the impossible and with him everything is possible, because he is just and faithful, he hopes in him, he heals, he preserves, he delivers, he blesses.
He is not a man to lie because he is fair and faithful❤.",1,0,Chad,0.9136,
428,@BahBea You have already found,0,0,Chad,0.0,
429,Natural beauty https://t.co/n8Wm31nOXJ,0,0,Chad,0.743,https://t.co/n8Wm31nOXJ
430,"June 21, 2021
June 21, 2022
https://t.co/SMYDRRTyfM
Memories 😭❣️❤️❣️🙏🏾 https://t.co/FK9lRCr7Yg",11,7,Chad,0.0,https://t.co/SMYDRRTyfM
431,@dusky_tamilan Nayanthara and neengala,0,0,Chad,0.0,
432,Starting with off rain today Amargalam ..,0,0,Schlumberger Kome Base,0.0,
433,@alwihdainfo The reward for his betrayal of the transformers,1,0,Chad,-0.0258,
